ID_CORRELATIVO,TIPO_REQUERIMIENTO2,DICTAMEN,CODMES,PRODUCTO_SERVICIO_2,SUBMOTIVO_2
0071530,Solicitud,PROCEDE TOTAL,201206,Producto 20,Submotivo 144
0050149,Reclamo,NO PROCEDE,201208,Producto 20,Submotivo 43
0050149,Solicitud,NO PROCEDE,201207,Producto 20,Submotivo 157
0069487,Reclamo,PROCEDE TOTAL,201203,Producto 18,Submotivo 125
0069487,Reclamo,PROCEDE TOTAL,201203,Producto 20,Submotivo 125
0005622,Reclamo,NO PROCEDE,201204,Producto 18,Submotivo 125
0006569,Reclamo,PROCEDE TOTAL,201206,Producto 20,Submotivo 125
0039132,Reclamo,NO PROCEDE,201207,Producto 20,Submotivo 125
0062157,Reclamo,PROCEDE TOTAL,201207,Producto 21,Submotivo 88
0087526,Reclamo,NO PROCEDE,201206,Producto 20,Submotivo 43
0058839,Reclamo,PROCEDE PARCIAL,201206,Producto 18,Submotivo 125
0003169,Solicitud,PROCEDE TOTAL,201207,Producto 20,Submotivo 130
0003169,Reclamo,NO PROCEDE,201203,Producto 20,Submotivo 125
0053994,Solicitud,PROCEDE TOTAL,201208,Producto 07,Submotivo 144
0064277,Reclamo,PROCEDE TOTAL,201208,Producto 01,Submotivo 146
0054187,Reclamo,PROCEDE TOTAL,201207,Producto 21,Submotivo 39
0009395,Solicitud,PROCEDE TOTAL,201208,Producto 20,Submotivo 132
0009395,Solicitud,PROCEDE TOTAL,201208,Producto 07,Submotivo 144
0009395,Reclamo,PROCEDE TOTAL,201208,Producto 18,Submotivo 125
0009395,Reclamo,NO PROCEDE,201208,Producto 18,Submotivo 125
0009395,Reclamo,PROCEDE TOTAL,201208,Producto 21,Submotivo 88
0058822,Reclamo,PROCEDE TOTAL,201205,Producto 01,Submotivo 146
0009148,Reclamo,NO PROCEDE,201203,Producto 07,Submotivo 27
0027452,Solicitud,NO PROCEDE,201207,Producto 20,Submotivo 157
0027452,Reclamo,NO PROCEDE,201207,Producto 05,Submotivo 125
0027452,Reclamo,NO PROCEDE,201203,Producto 20,Submotivo 125
0027452,Reclamo,NO PROCEDE,201203,Producto 20,Submotivo 125
0073584,Solicitud,PROCEDE TOTAL,201204,Producto 20,Submotivo 132
0073584,Solicitud,NO PROCEDE,201204,Producto 20,Submotivo 132
0095533,Reclamo,PROCEDE TOTAL,201203,Producto 07,Submotivo 125
0033057,Reclamo,PROCEDE TOTAL,201203,Producto 07,Submotivo 125
0057253,Solicitud,PROCEDE TOTAL,201203,Producto 07,Submotivo 144
0091737,Reclamo,PROCEDE TOTAL,201205,Producto 21,Submotivo 125
0085871,Reclamo,PROCEDE TOTAL,201204,Producto 20,Submotivo 43
0085871,Solicitud,PROCEDE TOTAL,201203,Producto 20,Submotivo 157
0085871,Solicitud,NO PROCEDE,201203,Producto 20,Submotivo 157
0085871,Solicitud,NO PROCEDE,201203,Producto 20,Submotivo 157
0047980,Solicitud,PROCEDE TOTAL,201208,Producto 20,Submotivo 132
0047980,Reclamo,PROCEDE PARCIAL,201208,Producto 18,Submotivo 125
0065123,Reclamo,PROCEDE TOTAL,201206,Producto 07,Submotivo 140
0087815,Reclamo,PROCEDE TOTAL,201204,Producto 07,Submotivo 125
0087815,Reclamo,NO PROCEDE,201204,Producto 07,Submotivo 125
0036278,Reclamo,PROCEDE TOTAL,201204,Producto 07,Submotivo 125
0064113,Reclamo,NO PROCEDE,201206,Producto 17,Submotivo 92
0032991,Reclamo,NO PROCEDE,201208,Producto 20,Submotivo 125
0032991,Solicitud,PROCEDE TOTAL,201205,Producto 20,Submotivo 157
0032991,Solicitud,NO PROCEDE,201203,Producto 20,Submotivo 157
0082347,Solicitud,PROCEDE TOTAL,201208,Producto 20,Submotivo 144
0082347,Reclamo,NO PROCEDE,201208,Producto 20,Submotivo 88
0082347,Reclamo,NO PROCEDE,201207,Producto 20,Submotivo 88
0043659,Reclamo,PROCEDE TOTAL,201207,Producto 20,Submotivo 43
0021683,Solicitud,PROCEDE TOTAL,201203,Producto 20,Submotivo 144
0039749,Solicitud,NO PROCEDE,201207,Producto 20,Submotivo 157
0039749,Reclamo,NO PROCEDE,201203,Producto 17,Submotivo 99
0005906,Solicitud,NO PROCEDE,201205,Producto 20,Submotivo 157
0005906,Solicitud,NO PROCEDE,201204,Producto 20,Submotivo 157
0005906,Reclamo,NO PROCEDE,201204,Producto 20,Submotivo 43
0044595,Solicitud,PROCEDE TOTAL,201205,Producto 20,Submotivo 132
0044595,Reclamo,PROCEDE TOTAL,201204,Producto 20,Submotivo 125
0044595,Reclamo,PROCEDE TOTAL,201204,Producto 20,Submotivo 88
0055247,Solicitud,NO PROCEDE,201207,Producto 20,Submotivo 157
0070123,Reclamo,NO PROCEDE,201206,Producto 20,Submotivo 125
0029070,Solicitud,PROCEDE TOTAL,201208,Producto 07,Submotivo 144
0013554,Solicitud,PROCEDE TOTAL,201205,Producto 20,Submotivo 132
0013554,Solicitud,PROCEDE TOTAL,201205,Producto 20,Submotivo 132
0013554,Solicitud,PROCEDE TOTAL,201204,Producto 20,Submotivo 132
0013554,Solicitud,PROCEDE TOTAL,201204,Producto 20,Submotivo 157
0026530,Solicitud,PROCEDE TOTAL,201205,Producto 07,Submotivo 144
0064260,Solicitud,NO PROCEDE,201206,Producto 20,Submotivo 157
0060814,Reclamo,PROCEDE TOTAL,201204,Producto 01,Submotivo 146
0042211,Reclamo,NO PROCEDE,201208,Producto 20,Submotivo 43
0053847,Reclamo,NO PROCEDE,201203,Producto 20,Submotivo 142
0053847,Reclamo,NO PROCEDE,201203,Producto 18,Submotivo 125
0045464,Solicitud,NO PROCEDE,201208,Producto 20,Submotivo 157
0045464,Solicitud,PROCEDE TOTAL,201207,Producto 07,Submotivo 144
0046358,Reclamo,PROCEDE TOTAL,201203,Producto 01,Submotivo 125
0007916,Reclamo,PROCEDE TOTAL,201206,Producto 07,Submotivo 27
0018124,Reclamo,PROCEDE TOTAL,201207,Producto 21,Submotivo 88
0063124,Reclamo,NO PROCEDE,201205,Producto 20,Submotivo 125
0085001,Solicitud,PROCEDE TOTAL,201206,Producto 07,Submotivo 144
0087673,Solicitud,NO PROCEDE,201208,Producto 20,Submotivo 157
0087673,Reclamo,PROCEDE TOTAL,201208,Producto 20,Submotivo 43
0031076,Reclamo,PROCEDE TOTAL,201203,Producto 01,Submotivo 146
0007764,Solicitud,PROCEDE TOTAL,201203,Producto 20,Submotivo 132
0090577,Solicitud,PROCEDE TOTAL,201208,Producto 20,Submotivo 132
0090577,Reclamo,PROCEDE TOTAL,201208,Producto 18,Submotivo 125
0058862,Reclamo,NO PROCEDE,201205,Producto 17,Submotivo 89
0029264,Reclamo,PROCEDE PARCIAL,201204,Producto 07,Submotivo 125
0072423,Reclamo,PROCEDE TOTAL,201208,Producto 01,Submotivo 146
0084782,Reclamo,NO PROCEDE,201203,Producto 18,Submotivo 123
0082648,Solicitud,PROCEDE TOTAL,201208,Producto 07,Submotivo 144
0087798,Reclamo,NO PROCEDE,201205,Producto 20,Submotivo 125
0070231,Solicitud,PROCEDE TOTAL,201207,Producto 07,Submotivo 144
0067634,Reclamo,PROCEDE TOTAL,201204,Producto 21,Submotivo 88
0092488,Solicitud,NO PROCEDE,201203,Producto 20,Submotivo 157
0092488,Solicitud,NO PROCEDE,201203,Producto 20,Submotivo 157
0072801,Solicitud,PROCEDE TOTAL,201205,Producto 07,Submotivo 144
0062146,Reclamo,PROCEDE TOTAL,201203,Producto 07,Submotivo 27
0016004,Reclamo,NO PROCEDE,201207,Producto 21,Submotivo 125
0064766,Reclamo,NO PROCEDE,201206,Producto 21,Submotivo 156
0064766,Reclamo,NO PROCEDE,201205,Producto 21,Submotivo 156
0002658,Reclamo,PROCEDE TOTAL,201204,Producto 20,Submotivo 125
0049161,Solicitud,PROCEDE TOTAL,201207,Producto 20,Submotivo 130
0049161,Reclamo,NO PROCEDE,201207,Producto 18,Submotivo 66
0090522,Solicitud,PROCEDE TOTAL,201205,Producto 20,Submotivo 132
0023191,Reclamo,NO PROCEDE,201206,Producto 21,Submotivo 125
0052475,Reclamo,NO PROCEDE,201203,Producto 18,Submotivo 123
0057409,Solicitud,PROCEDE TOTAL,201205,Producto 07,Submotivo 144
0047038,Solicitud,PROCEDE TOTAL,201205,Producto 07,Submotivo 144
0094274,Solicitud,PROCEDE TOTAL,201203,Producto 07,Submotivo 144
0093755,Reclamo,NO PROCEDE,201204,Producto 20,Submotivo 125
0018148,Reclamo,NO PROCEDE,201203,Producto 20,Submotivo 156
0095564,Solicitud,NO PROCEDE,201207,Producto 20,Submotivo 157
0054757,Reclamo,NO PROCEDE,201207,Producto 18,Submotivo 125
0054757,Reclamo,PROCEDE PARCIAL,201207,Producto 18,Submotivo 125
0054757,Reclamo,NO PROCEDE,201207,Producto 18,Submotivo 125
0023361,Reclamo,NO PROCEDE,201204,Producto 20,Submotivo 43
0023361,Reclamo,NO PROCEDE,201203,Producto 20,Submotivo 125
0007788,Reclamo,PROCEDE TOTAL,201205,Producto 07,Submotivo 125
0046022,Reclamo,NO PROCEDE,201207,Producto 20,Submotivo 125
0090229,Reclamo,NO PROCEDE,201207,Producto 20,Submotivo 125
0090229,Reclamo,NO PROCEDE,201207,Producto 20,Submotivo 125
0090229,Reclamo,NO PROCEDE,201207,Producto 20,Submotivo 43
0092282,Reclamo,NO PROCEDE,201208,Producto 20,Submotivo 125
0092282,Reclamo,PROCEDE PARCIAL,201207,Producto 20,Submotivo 125
0059901,Reclamo,NO PROCEDE,201204,Producto 14,Submotivo 125
0091915,Reclamo,NO PROCEDE,201205,Producto 20,Submotivo 43
0005250,Solicitud,NO PROCEDE,201204,Producto 20,Submotivo 157
0072758,Reclamo,PROCEDE TOTAL,201207,Producto 07,Submotivo 125
0066380,Reclamo,PROCEDE TOTAL,201207,Producto 01,Submotivo 07
0076950,Solicitud,PROCEDE TOTAL,201207,Producto 20,Submotivo 132
0076950,Reclamo,PROCEDE TOTAL,201207,Producto 18,Submotivo 125
0033312,Solicitud,NO PROCEDE,201208,Producto 20,Submotivo 157
0033312,Reclamo,NO PROCEDE,201208,Producto 18,Submotivo 67
0033312,Reclamo,NO PROCEDE,201208,Producto 20,Submotivo 125
0033312,Solicitud,NO PROCEDE,201207,Producto 20,Submotivo 157
0021799,Solicitud,PROCEDE TOTAL,201205,Producto 07,Submotivo 144
0095757,Reclamo,PROCEDE TOTAL,201203,Producto 17,Submotivo 89
0013054,Reclamo,NO PROCEDE,201203,Producto 20,Submotivo 150
0013054,Reclamo,PROCEDE TOTAL,201203,Producto 17,Submotivo 89
0013054,Reclamo,PROCEDE TOTAL,201203,Producto 20,Submotivo 125
0075819,Solicitud,PROCEDE TOTAL,201204,Producto 07,Submotivo 144
0038348,Reclamo,PROCEDE TOTAL,201204,Producto 20,Submotivo 39
0086753,Solicitud,NO PROCEDE,201206,Producto 20,Submotivo 157
0099476,Reclamo,NO PROCEDE,201208,Producto 21,Submotivo 142
0099476,Reclamo,NO PROCEDE,201205,Producto 18,Submotivo 125
0024496,Reclamo,PROCEDE TOTAL,201203,Producto 07,Submotivo 27
0087045,Reclamo,PROCEDE TOTAL,201203,Producto 20,Submotivo 125
0088727,Reclamo,PROCEDE TOTAL,201204,Producto 07,Submotivo 141
0057527,Reclamo,PROCEDE TOTAL,201206,Producto 20,Submotivo 145
0098866,Reclamo,NO PROCEDE,201208,Producto 20,Submotivo 125
0098866,Reclamo,NO PROCEDE,201208,Producto 20,Submotivo 125
0011098,Solicitud,PROCEDE TOTAL,201208,Producto 07,Submotivo 144
0072466,Reclamo,PROCEDE TOTAL,201208,Producto 01,Submotivo 125
0048189,Reclamo,PROCEDE PARCIAL,201208,Producto 18,Submotivo 125
0048189,Reclamo,PROCEDE PARCIAL,201206,Producto 20,Submotivo 125
0053337,Reclamo,PROCEDE TOTAL,201205,Producto 21,Submotivo 125
0036337,Reclamo,NO PROCEDE,201207,Producto 18,Submotivo 67
0036337,Reclamo,PROCEDE PARCIAL,201207,Producto 20,Submotivo 125
0021910,Reclamo,PROCEDE TOTAL,201208,Producto 21,Submotivo 125
0060191,Reclamo,NO PROCEDE,201205,Producto 20,Submotivo 43
0095332,Reclamo,NO PROCEDE,201206,Producto 20,Submotivo 125
0059908,Reclamo,NO PROCEDE,201208,Producto 07,Submotivo 125
0059908,Reclamo,NO PROCEDE,201205,Producto 18,Submotivo 123
0066314,Reclamo,NO PROCEDE,201204,Producto 20,Submotivo 40
0066314,Reclamo,NO PROCEDE,201203,Producto 20,Submotivo 40
0067832,Reclamo,NO PROCEDE,201208,Producto 22,Submotivo 125
0014214,Reclamo,PROCEDE TOTAL,201205,Producto 21,Submotivo 150
0076264,Reclamo,NO PROCEDE,201207,Producto 18,Submotivo 66
0076264,Reclamo,NO PROCEDE,201207,Producto 18,Submotivo 125
0022529,Reclamo,PROCEDE TOTAL,201208,Producto 21,Submotivo 88
0035908,Reclamo,NO PROCEDE,201208,Producto 07,Submotivo 27
0004464,Reclamo,NO PROCEDE,201207,Producto 18,Submotivo 67
0004464,Solicitud,PROCEDE TOTAL,201205,Producto 20,Submotivo 132
0015694,Solicitud,PROCEDE TOTAL,201203,Producto 20,Submotivo 132
0097051,Reclamo,PROCEDE TOTAL,201208,Producto 17,Submotivo 105
0097051,Reclamo,NO PROCEDE,201208,Producto 17,Submotivo 106
0041246,Reclamo,NO PROCEDE,201208,Producto 18,Submotivo 66
0025106,Reclamo,PROCEDE TOTAL,201203,Producto 07,Submotivo 125
0005199,Reclamo,PROCEDE TOTAL,201208,Producto 07,Submotivo 27
0005558,Reclamo,PROCEDE TOTAL,201208,Producto 01,Submotivo 125
0068750,Reclamo,NO PROCEDE,201207,Producto 21,Submotivo 88
0047825,Reclamo,NO PROCEDE,201205,Producto 18,Submotivo 125
0007437,Reclamo,NO PROCEDE,201203,Producto 21,Submotivo 125
0071401,Reclamo,PROCEDE TOTAL,201205,Producto 21,Submotivo 88
0030999,Solicitud,PROCEDE TOTAL,201205,Producto 07,Submotivo 144
0085604,Reclamo,NO PROCEDE,201208,Producto 18,Submotivo 65
0085604,Reclamo,PROCEDE TOTAL,201206,Producto 07,Submotivo 125
0036040,Reclamo,NO PROCEDE,201208,Producto 21,Submotivo 150
0036040,Reclamo,NO PROCEDE,201208,Producto 21,Submotivo 150
0068966,Reclamo,PROCEDE TOTAL,201203,Producto 01,Submotivo 125
0058834,Reclamo,PROCEDE TOTAL,201203,Producto 05,Submotivo 125
0096870,Solicitud,NO PROCEDE,201206,Producto 20,Submotivo 157
0098716,Reclamo,NO PROCEDE,201208,Producto 01,Submotivo 146
0060395,Reclamo,PROCEDE TOTAL,201208,Producto 20,Submotivo 125
0060395,Solicitud,NO PROCEDE,201207,Producto 20,Submotivo 157
0060395,Solicitud,NO PROCEDE,201207,Producto 20,Submotivo 157
0060395,Reclamo,PROCEDE TOTAL,201205,Producto 17,Submotivo 89
0035928,Reclamo,NO PROCEDE,201206,Producto 18,Submotivo 66
0035928,Reclamo,NO PROCEDE,201206,Producto 18,Submotivo 122
0035928,Reclamo,PROCEDE PARCIAL,201206,Producto 18,Submotivo 66
0021422,Solicitud,PROCEDE TOTAL,201205,Producto 20,Submotivo 132
0000813,Solicitud,NO PROCEDE,201204,Producto 20,Submotivo 157
0000813,Reclamo,NO PROCEDE,201204,Producto 20,Submotivo 43
0061858,Solicitud,NO PROCEDE,201206,Producto 20,Submotivo 157
0044314,Reclamo,NO PROCEDE,201206,Producto 05,Submotivo 125
0028416,Solicitud,PROCEDE TOTAL,201207,Producto 20,Submotivo 144
0028416,Reclamo,NO PROCEDE,201206,Producto 20,Submotivo 125
0034386,Reclamo,NO PROCEDE,201208,Producto 07,Submotivo 125
0034386,Reclamo,PROCEDE TOTAL,201208,Producto 21,Submotivo 88
0034386,Reclamo,NO PROCEDE,201208,Producto 21,Submotivo 88
0034386,Reclamo,NO PROCEDE,201208,Producto 18,Submotivo 125
0034386,Reclamo,NO PROCEDE,201208,Producto 21,Submotivo 88
0034386,Reclamo,NO PROCEDE,201208,Producto 21,Submotivo 88
0034386,Reclamo,NO PROCEDE,201207,Producto 21,Submotivo 88
0072979,Reclamo,PROCEDE TOTAL,201207,Producto 20,Submotivo 125
0072979,Reclamo,PROCEDE TOTAL,201207,Producto 20,Submotivo 125
0077332,Solicitud,PROCEDE TOTAL,201206,Producto 07,Submotivo 144
0067708,Solicitud,PROCEDE TOTAL,201203,Producto 07,Submotivo 144
0047169,Reclamo,PROCEDE TOTAL,201205,Producto 21,Submotivo 70
0047169,Reclamo,NO PROCEDE,201205,Producto 21,Submotivo 70
0099336,Solicitud,PROCEDE TOTAL,201203,Producto 20,Submotivo 157
0095832,Reclamo,NO PROCEDE,201204,Producto 17,Submotivo 105
0095832,Reclamo,NO PROCEDE,201203,Producto 17,Submotivo 105
0095832,Reclamo,NO PROCEDE,201203,Producto 03,Submotivo 125
0095433,Reclamo,NO PROCEDE,201208,Producto 18,Submotivo 125
0095433,Solicitud,PROCEDE TOTAL,201205,Producto 20,Submotivo 144
0095433,Reclamo,NO PROCEDE,201205,Producto 20,Submotivo 125
0009166,Reclamo,PROCEDE TOTAL,201204,Producto 07,Submotivo 125
0089409,Reclamo,NO PROCEDE,201208,Producto 20,Submotivo 156
0089409,Reclamo,NO PROCEDE,201208,Producto 20,Submotivo 156
0089409,Solicitud,NO PROCEDE,201205,Producto 20,Submotivo 157
0034302,Reclamo,NO PROCEDE,201204,Producto 01,Submotivo 125
0007419,Reclamo,NO PROCEDE,201204,Producto 18,Submotivo 123
0040113,Reclamo,NO PROCEDE,201207,Producto 20,Submotivo 125
0040113,Reclamo,NO PROCEDE,201205,Producto 18,Submotivo 123
0041721,Reclamo,PROCEDE TOTAL,201208,Producto 21,Submotivo 39
0041721,Reclamo,NO PROCEDE,201205,Producto 17,Submotivo 109
0074418,Solicitud,PROCEDE TOTAL,201205,Producto 07,Submotivo 144
0050947,Reclamo,NO PROCEDE,201205,Producto 20,Submotivo 43
0064873,Reclamo,PROCEDE PARCIAL,201207,Producto 07,Submotivo 125
0057767,Solicitud,NO PROCEDE,201208,Producto 07,Submotivo 144
0057767,Reclamo,PROCEDE TOTAL,201208,Producto 01,Submotivo 146
0082783,Reclamo,PROCEDE TOTAL,201205,Producto 20,Submotivo 43
0085174,Reclamo,NO PROCEDE,201208,Producto 21,Submotivo 125
0016428,Solicitud,PROCEDE TOTAL,201206,Producto 20,Submotivo 157
0056737,Reclamo,PROCEDE TOTAL,201208,Producto 07,Submotivo 140
0060333,Reclamo,PROCEDE TOTAL,201207,Producto 20,Submotivo 125
0078507,Solicitud,PROCEDE TOTAL,201207,Producto 20,Submotivo 132
0078507,Reclamo,PROCEDE TOTAL,201207,Producto 18,Submotivo 66
0078507,Reclamo,PROCEDE TOTAL,201207,Producto 18,Submotivo 125
0096971,Reclamo,NO PROCEDE,201208,Producto 20,Submotivo 125
0096971,Reclamo,NO PROCEDE,201205,Producto 20,Submotivo 125
0084176,Reclamo,PROCEDE PARCIAL,201207,Producto 18,Submotivo 125
0088395,Solicitud,PROCEDE TOTAL,201208,Producto 07,Submotivo 144
0043608,Reclamo,NO PROCEDE,201203,Producto 18,Submotivo 68
0063003,Reclamo,NO PROCEDE,201206,Producto 20,Submotivo 142
0063003,Reclamo,PROCEDE TOTAL,201206,Producto 20,Submotivo 142
0030651,Reclamo,PROCEDE TOTAL,201205,Producto 20,Submotivo 50
0055157,Reclamo,PROCEDE TOTAL,201204,Producto 20,Submotivo 125
0055157,Reclamo,NO PROCEDE,201203,Producto 20,Submotivo 43
0055157,Reclamo,NO PROCEDE,201203,Producto 18,Submotivo 125
0067530,Reclamo,PROCEDE TOTAL,201206,Producto 21,Submotivo 39
0012215,Reclamo,PROCEDE TOTAL,201204,Producto 07,Submotivo 140
0056164,Reclamo,PROCEDE TOTAL,201203,Producto 01,Submotivo 125
0089267,Reclamo,PROCEDE TOTAL,201206,Producto 18,Submotivo 65
0089267,Reclamo,NO PROCEDE,201205,Producto 18,Submotivo 65
0016797,Reclamo,NO PROCEDE,201207,Producto 22,Submotivo 125
0015440,Solicitud,PROCEDE TOTAL,201205,Producto 07,Submotivo 144
0044075,Reclamo,PROCEDE TOTAL,201203,Producto 18,Submotivo 67
0025293,Reclamo,PROCEDE TOTAL,201208,Producto 07,Submotivo 125
0025293,Reclamo,PROCEDE TOTAL,201208,Producto 07,Submotivo 125
0003782,Reclamo,PROCEDE TOTAL,201208,Producto 01,Submotivo 146
0027035,Reclamo,PROCEDE TOTAL,201203,Producto 01,Submotivo 146
0045189,Reclamo,NO PROCEDE,201208,Producto 01,Submotivo 146
0045189,Solicitud,PROCEDE TOTAL,201206,Producto 07,Submotivo 144
0064201,Reclamo,PROCEDE TOTAL,201207,Producto 01,Submotivo 146
0073722,Reclamo,NO PROCEDE,201208,Producto 18,Submotivo 66
0073722,Reclamo,PROCEDE TOTAL,201208,Producto 20,Submotivo 125
0073722,Reclamo,PROCEDE TOTAL,201205,Producto 20,Submotivo 43
0073722,Reclamo,NO PROCEDE,201204,Producto 20,Submotivo 125
0024309,Solicitud,PROCEDE TOTAL,201204,Producto 07,Submotivo 144
0023689,Solicitud,PROCEDE TOTAL,201207,Producto 20,Submotivo 132
0023689,Reclamo,PROCEDE TOTAL,201207,Producto 18,Submotivo 125
0023689,Reclamo,PROCEDE TOTAL,201204,Producto 20,Submotivo 125
0029402,Reclamo,PROCEDE TOTAL,201205,Producto 21,Submotivo 39
0021068,Reclamo,NO PROCEDE,201203,Producto 07,Submotivo 125
0069499,Reclamo,PROCEDE TOTAL,201206,Producto 20,Submotivo 125
0048322,Solicitud,PROCEDE TOTAL,201207,Producto 07,Submotivo 144
0065200,Reclamo,NO PROCEDE,201207,Producto 20,Submotivo 125
0045814,Reclamo,PROCEDE TOTAL,201208,Producto 17,Submotivo 89
0029326,Reclamo,PROCEDE TOTAL,201208,Producto 01,Submotivo 125
0022761,Reclamo,NO PROCEDE,201207,Producto 18,Submotivo 123
0027618,Reclamo,PROCEDE TOTAL,201206,Producto 07,Submotivo 125
0091385,Reclamo,PROCEDE PARCIAL,201205,Producto 18,Submotivo 125
0018737,Solicitud,PROCEDE TOTAL,201207,Producto 20,Submotivo 132
0018737,Reclamo,PROCEDE TOTAL,201207,Producto 18,Submotivo 125
0043775,Solicitud,PROCEDE PARCIAL,201205,Producto 20,Submotivo 157
0015522,Reclamo,NO PROCEDE,201203,Producto 07,Submotivo 125
0051598,Solicitud,PROCEDE TOTAL,201204,Producto 07,Submotivo 144
0083914,Reclamo,PROCEDE TOTAL,201204,Producto 05,Submotivo 125
0042145,Reclamo,NO PROCEDE,201207,Producto 20,Submotivo 125
0034056,Reclamo,PROCEDE TOTAL,201205,Producto 18,Submotivo 67
0032607,Solicitud,PROCEDE TOTAL,201205,Producto 20,Submotivo 130
0046163,Reclamo,NO PROCEDE,201208,Producto 18,Submotivo 53
0006271,Reclamo,PROCEDE TOTAL,201207,Producto 21,Submotivo 88
0017440,Reclamo,NO PROCEDE,201208,Producto 07,Submotivo 125
0017440,Reclamo,NO PROCEDE,201203,Producto 18,Submotivo 68
0049105,Solicitud,PROCEDE TOTAL,201206,Producto 07,Submotivo 144
0099432,Solicitud,NO PROCEDE,201205,Producto 20,Submotivo 157
0089885,Reclamo,NO PROCEDE,201204,Producto 07,Submotivo 27
0072260,Reclamo,NO PROCEDE,201204,Producto 20,Submotivo 125
0016126,Solicitud,PROCEDE TOTAL,201207,Producto 20,Submotivo 132
0016126,Reclamo,PROCEDE TOTAL,201207,Producto 18,Submotivo 125
0008650,Solicitud,PROCEDE TOTAL,201208,Producto 07,Submotivo 144
0083258,Reclamo,NO PROCEDE,201203,Producto 20,Submotivo 125
0016069,Reclamo,PROCEDE TOTAL,201203,Producto 01,Submotivo 125
0082151,Reclamo,PROCEDE PARCIAL,201205,Producto 20,Submotivo 39
0021447,Solicitud,PROCEDE TOTAL,201207,Producto 07,Submotivo 144
0065406,Reclamo,PROCEDE TOTAL,201205,Producto 07,Submotivo 125
0065406,Reclamo,PROCEDE TOTAL,201204,Producto 07,Submotivo 125
0039339,Reclamo,NO PROCEDE,201206,Producto 21,Submotivo 150
0028157,Reclamo,PROCEDE TOTAL,201203,Producto 07,Submotivo 27
0013792,Reclamo,PROCEDE PARCIAL,201203,Producto 20,Submotivo 43
0084013,Reclamo,NO PROCEDE,201205,Producto 07,Submotivo 125
0059837,Reclamo,NO PROCEDE,201204,Producto 07,Submotivo 125
0059837,Reclamo,PROCEDE TOTAL,201204,Producto 07,Submotivo 125
0059837,Reclamo,NO PROCEDE,201204,Producto 07,Submotivo 125
0005359,Solicitud,NO PROCEDE,201207,Producto 20,Submotivo 157
0084005,Solicitud,PROCEDE TOTAL,201207,Producto 20,Submotivo 157
0076748,Reclamo,PROCEDE TOTAL,201208,Producto 21,Submotivo 39
0067561,Reclamo,PROCEDE TOTAL,201206,Producto 07,Submotivo 125
0053703,Reclamo,PROCEDE TOTAL,201207,Producto 07,Submotivo 125
0053703,Reclamo,PROCEDE TOTAL,201207,Producto 20,Submotivo 125
0072605,Reclamo,PROCEDE TOTAL,201204,Producto 01,Submotivo 146
0037267,Reclamo,PROCEDE TOTAL,201205,Producto 07,Submotivo 125
0020198,Solicitud,PROCEDE TOTAL,201203,Producto 20,Submotivo 157
0035033,Solicitud,NO PROCEDE,201204,Producto 20,Submotivo 157
0046886,Reclamo,NO PROCEDE,201204,Producto 18,Submotivo 68
0026281,Reclamo,PROCEDE TOTAL,201203,Producto 20,Submotivo 156
0053070,Reclamo,PROCEDE TOTAL,201208,Producto 17,Submotivo 106
0053070,Reclamo,PROCEDE TOTAL,201205,Producto 07,Submotivo 140
0018842,Reclamo,PROCEDE TOTAL,201207,Producto 17,Submotivo 92
0030670,Solicitud,PROCEDE TOTAL,201206,Producto 07,Submotivo 132
0049884,Solicitud,NO PROCEDE,201204,Producto 20,Submotivo 157
0067729,Solicitud,NO PROCEDE,201205,Producto 20,Submotivo 157
0067729,Solicitud,NO PROCEDE,201204,Producto 20,Submotivo 157
0067729,Solicitud,PROCEDE PARCIAL,201203,Producto 20,Submotivo 157
0052156,Solicitud,PROCEDE TOTAL,201203,Producto 07,Submotivo 144
0078843,Reclamo,PROCEDE TOTAL,201203,Producto 20,Submotivo 125
0011867,Reclamo,NO PROCEDE,201208,Producto 20,Submotivo 125
0050046,Reclamo,PROCEDE TOTAL,201204,Producto 07,Submotivo 125
0030564,Reclamo,PROCEDE TOTAL,201208,Producto 20,Submotivo 145
0030564,Reclamo,NO PROCEDE,201208,Producto 18,Submotivo 67
0030564,Solicitud,PROCEDE TOTAL,201205,Producto 20,Submotivo 157
0005535,Reclamo,NO PROCEDE,201207,Producto 21,Submotivo 88
0005535,Reclamo,NO PROCEDE,201207,Producto 21,Submotivo 88
0005535,Reclamo,NO PROCEDE,201205,Producto 21,Submotivo 88
0073532,Reclamo,NO PROCEDE,201204,Producto 20,Submotivo 125
0073532,Reclamo,NO PROCEDE,201204,Producto 20,Submotivo 125
0073532,Reclamo,NO PROCEDE,201204,Producto 20,Submotivo 125
0088346,Reclamo,PROCEDE PARCIAL,201208,Producto 20,Submotivo 46
0072922,Reclamo,NO PROCEDE,201205,Producto 20,Submotivo 142
0085408,Solicitud,NO PROCEDE,201207,Producto 20,Submotivo 157
0085408,Solicitud,NO PROCEDE,201206,Producto 20,Submotivo 157
0085408,Reclamo,NO PROCEDE,201206,Producto 18,Submotivo 67
0097007,Reclamo,PROCEDE TOTAL,201208,Producto 17,Submotivo 89
0045978,Reclamo,NO PROCEDE,201205,Producto 20,Submotivo 125
0066869,Solicitud,NO PROCEDE,201205,Producto 20,Submotivo 157
0066869,Reclamo,NO PROCEDE,201205,Producto 20,Submotivo 125
